Id;ModeloCarro;DeviceId;ChargeType;DurationTicks;StartStateOfCharge;EndStateOfCharge;MeasuredBatteryEnergyInKwh;PeakPowerKw;DeltaSOC;DurationHours;valor_predito;confian�aa;MeasuredBatteryEnergyInKwh_Predict;Hit_Rate
2046;E-JUMPY;bC64;AC;1,09348E+11;59,625;96,125;25,40999985;-0,463636369;40,375;3,037448056;-65536;-65536;13,07863764;0,716507305
2047;E-JUMPY;b769;AC;3,11754E+11;49;100;32,54000092;-0,150000006;51;8,659836111;-65536;-65536;32,44035292;0,716507305
2048;KANGOO Z.E. MAXI 2 LUGARES 2P;b37B;AC;2,21647E+11;45;100;17,79999924;;55;6,156863889;-65536;-65536;21,08064236;0,696446431
2049;E-JUMPY;bD27;AC;1,59467E+11;83,5;100;11,64999962;-0,534090936;16,5;4,429628611;-65536;-65536;17,87286445;0,716507305
2050;KANGOO Z.E. MAXI 2 LUGARES 2P;b1DB;AC;70510270000;67;100;11,22999954;;33;1,958618611;-65536;-65536;8,542613631;0,696446431
2051;E-JUMPY;bD30;DC;62520469999;40,5;100;43,15000153;-0,352999985;59,5;1,736679722;-65536;-65536;44,00163561;0,893528766
2052;KANGOO Z.E. MAXI 2 LUGARES 2P;bCDC;AC;26988870000;30;37;2,24000001;-0,510227263;70;0,749690833;-65536;-65536;4,932159689;0,696446431
2053;KANGOO Z.E. MAXI 2 LUGARES 2P;b717;AC;3,74525E+11;37;99;18,10000038;-0,514772713;63;10,40346306;-65536;-65536;33,76307963;0,696446431
2054;KANGOO Z.E. MAXI 2 LUGARES 2P;b1BE;AC;78430400000;60;100;12,11999989;-0,411363631;40;2,178622222;-65536;-65536;9,199652802;0,696446431
2055;E- SCUDO 4P;b1270;AC;98811900000;86,25;99;11,23999977;-0,542045474;13,75;2,744775;-65536;-65536;10,4324588;0,748404697
2056;KANGOO Z.E. MAXI 2 LUGARES 2P;b377;AC;2,23304E+11;42,0007019;100;18,11000061;;57,9992981;6,202883333;-65536;-65536;21,2180791;0,696446431
2057;E-EXPERT;bC73;AC;5,02286E+11;43;76,75;21,89999962;-0,090909094;57;13,95237778;-65536;-65536;44,63839765;0,650632105
2058;E-EXPERT;bC73;AC;5,02286E+11;43;76,75;21,89999962;-0,090909094;57;13,95237778;-65536;-65536;44,63839765;0,650632105
2059;E- SCUDO 4P;b11E2;AC;1,04196E+11;83,5;97,625;11,31000042;-0,539772749;16,5;2,894325;-65536;-65536;10,88934331;0,748404697
2060;E- SCUDO 4P;b11E9;AC;2,23671E+11;65,375;100;25,45999908;-0,472727269;34,625;6,213096389;-65536;-65536;21,02839549;0,748404697
2061;KANGOO Z.E. MAXI 2 LUGARES 2P;b114B;AC;1,34808E+11;47,99793625;89,99994659;13,11999989;-0,11931818;52,00206375;3,744671389;-65536;-65536;13,87664715;0,696446431
2062;KANGOO Z.E. MAXI 2 LUGARES 2P;b393;AC;19003130000;36;47;3,319999933;-0,196590915;64;0,527864722;-65536;-65536;4,269677635;0,696446431
2063;KANGOO Z.E. MAXI 2 LUGARES 2P;b10EA;AC;1,97563E+11;46;100;17,64999962;-0,19886364;54;5,4878675;-65536;-65536;19,08268955;0,696446431
2064;KANGOO Z.E. MAXI 2 LUGARES 2P;b1100;AC;2,0151E+11;45;100;17,92000008;-0,514772713;55;5,597510278;-65536;-65536;19,41013691;0,696446431
2065;KANGOO Z.E. MAXI 2 LUGARES 2P;bD99;AC;89760270000;56;100;14,48999977;-0,121590912;44;2,493340833;-65536;-65536;10,13955763;0,696446431
2066;E-JUMPY;bA24;AC;3,54443E+11;60;100;24,96999931;-0,461363643;40;9,845630556;-65536;-65536;36,52385164;0,716507305
2067;E- SCUDO 4P;b11FB;AC;3,60908E+11;45,25;100;38,00999832;-0,403409094;54,75;10,02521306;-65536;-65536;32,67464806;0,748404697
2068;E- SCUDO 4P;b11FB;AC;3,60908E+11;45,25;100;38,00999832;-0,403409094;54,75;10,02521306;-65536;-65536;32,67464806;0,748404697
2069;KANGOO Z.E. MAXI 2 LUGARES 2P;b379;AC;5926070000;100;100;0,430000007;-0,223863631;0;0,164613056;-65536;-65536;3,184829197;0,696446431
2070;E-JUMPY;bCCE;AC;1,56507E+11;77,5;100;12,94999981;-0,150000006;22,5;4,347409167;-65536;-65536;17,58972685;0,716507305
2071;KANGOO Z.E. MAXI 2 LUGARES 2P;b3CC;AC;1,2673E+11;68;100;10,56000042;-0,75454545;32;3,520283333;-65536;-65536;13,20651387;0,696446431
2072;KANGOO Z.E. MAXI 2 LUGARES 2P;bAA7;AC;2,7642E+11;27;100;21,97999954;-0,221590906;73;7,678346389;-65536;-65536;25,62453869;0,696446431
2073;KANGOO Z.E. MAXI 2 LUGARES 2P;bAA7;AC;2,7642E+11;27;100;21,97999954;-0,221590906;73;7,678346389;-65536;-65536;25,62453869;0,696446431
2074;E-JUMPY;bCCF;AC;2,78632E+11;42,75;100;36,16999817;-0,401136369;57,25;7,739775;-65536;-65536;29,27195524;0,716507305
2075;E-EXPERT ELÉTRICO 2P;b1240;AC;5,23358E+11;55,125;89,625;22,46999931;-0,461363643;44,875;14,53771306;-65536;-65536;-65536;-65536
2076;E-EXPERT ELÉTRICO 2P;b1240;AC;5,23358E+11;55,125;89,625;22,46999931;-0,461363643;44,875;14,53771306;-65536;-65536;-65536;-65536
2077;KANGOO Z.E. MAXI 2 LUGARES 2P;bAA4;AC;15309970000;99;100;1,389999986;-0,893181801;1;0,425276944;-65536;-65536;3,96329999;0,696446431
2078;KANGOO Z.E. MAXI 2 LUGARES 2P;b1007;AC;1,1443E+11;43;100;18,65999985;-0,135227278;57;3,178622222;-65536;-65536;12,18614547;0,696446431
2079;E-JUMPY;bD2B;AC;2,10697E+11;50;100;31,21999931;-0,406818181;50;5,852688056;-65536;-65536;22,77342832;0,716507305
2080;E-JUMPY;b6B4;AC;3,65623E+11;57,125;100;27,37000084;-0,460227281;42,875;10,15618056;-65536;-65536;37,59328701;0,716507305
2081;E-JUMPY;b1059;AC;3,92189E+11;37,125;77,75;24,89999962;-0,529545426;62,875;10,89414639;-65536;-65536;40,1346065;0,716507305
2082;E-JUMPY;b1059;AC;3,92189E+11;37,125;77,75;24,89999962;-0,529545426;62,875;10,89414639;-65536;-65536;40,1346065;0,716507305
2083;E-JUMPY;bCD0;AC;1,94577E+11;54,5;100;29,23999977;-0,150000006;45,5;5,404928611;-65536;-65536;21,23148728;0,716507305
2084;KANGOO Z.E. MAXI 2 LUGARES 2P;b1290;AC;1,16592E+11;44;100;18,29000092;-0,118181817;56;3,2386575;-65536;-65536;12,36544039;0,696446431
2085;KANGOO Z.E. MAXI 2 LUGARES 2P;bD9C;AC;1,2771E+11;33;100;21,02000046;-1,381818175;67;3,547510278;-65536;-65536;13,28782694;0,696446431
2086;KANGOO Z.E. MAXI 2 LUGARES 2P;b3B6;AC;1,67766E+11;44;92;13,85000038;-0,220454544;56;4,660168611;-65536;-65536;16,61077289;0,696446431
2087;KANGOO Z.E. MAXI 2 LUGARES 2P;b9DF;AC;31720369999;94;100;2,410000086;-0,795454562;6;0,881121389;-65536;-65536;5,32467608;0,696446431
2088;E- SCUDO 4P;b11D2;AC;692069999;100;100;0;-0,151136369;0;0,019224167;-65536;-65536;2,105732165;0,748404697
2089;E-EXPERT;bF26;AC;1,2117E+11;50,875;60;5,389999866;-1,311363578;49,125;3,365841667;-65536;-65536;12,6884457;0,650632105
2090;E-JUMPY FURGÃO 2P;b1268;AC;1,8613E+11;78,75;100;14,88000011;-0,535227299;21,25;5,170277778;-65536;-65536;-65536;-65536
2091;KANGOO Z.E. MAXI 2 LUGARES 2P;b895;AC;58002800000;81;100;6,860000134;;19;1,611188889;-65536;-65536;7,505017314;0,696446431
2092;KANGOO Z.E. MAXI 2 LUGARES 2P;b895;AC;58002800000;81;100;6,860000134;;19;1,611188889;-65536;-65536;7,505017314;0,696446431
2093;KANGOO Z.E. MAXI 2 LUGARES 2P;bD28;AC;42251600000;40,99993134;51,99998474;3,410000086;;59,00006866;1,173655556;-65536;-65536;6,198327223;0,696446431
2094;E-JUMPY;b5EE;AC;5,04458E+11;59;99;26,17000008;-0,151136369;41;14,01273444;-65536;-65536;50,87403135;0,716507305
2095;E-JUMPY;bFE5;AC;1,93886E+11;58,75;100;28,32999992;-1,387500048;41,25;5,385726944;-65536;-65536;21,16536285;0,716507305
2096;JAC IEV1200T AT 4X2 2P;bD96;AC;3,70904E+11;42;100;57,54999924;-0,269318193;58;10,30288056;-65536;-65536;58,24604701;0,965379758
2097;JAC IEV1200T AT 4X2 2P;bD96;AC;3,70904E+11;42;100;57,54999924;-0,269318193;58;10,30288056;-65536;-65536;58,24604701;0,965379758
2098;KANGOO Z.E. MAXI 2 LUGARES 2P;b71B;AC;62620770000;56;93;11,22000027;-0,526136339;44;1,739465833;-65536;-65536;7,888115468;0,696446431
2099;KANGOO Z.E. MAXI 2 LUGARES 2P;b71B;AC;62620770000;56;93;11,22000027;-0,526136339;44;1,739465833;-65536;-65536;7,888115468;0,696446431
2100;E-JUMPY;b5EF;AC;3,85273E+11;60,375;93,75;19,87999916;-0,464772731;39,625;10,702025;-65536;-65536;39,47300158;0,716507305
2101;E-JUMPY;bB16;AC;4,01184E+11;54,5;100;31,07999992;-0,456818193;45,5;11,14400833;-65536;-65536;40,99505153;0,716507305
2102;E-JUMPY;bB16;AC;4,01184E+11;54,5;100;31,07999992;-0,456818193;45,5;11,14400833;-65536;-65536;40,99505153;0,716507305
2103;KANGOO Z.E. MAXI 2 LUGARES 2P;b40D;AC;1,5235E+11;16;100;26,68000031;-0,122727275;84;4,231954722;-65536;-65536;15,33191525;0,696446431
2104;KANGOO Z.E. MAXI 2 LUGARES 2P;b1D9;AC;1,87662E+11;6;100;31,71999931;-0,487500012;94;5,212840833;-65536;-65536;18,26132443;0,696446431
2105;KANGOO Z.E. MAXI 2 LUGARES 2P;b895;AC;2742900000;79,99360657;81;0,349999994;;20,00639343;0,076191667;-65536;-65536;2,920759368;0,696446431
2106;E-JUMPY;b6B3;AC;1,99114E+11;48,625;93,99449158;29,25;-0,405681819;51,375;5,530945278;-65536;-65536;21,66544858;0,716507305
