Id;ModeloCarro;DeviceId;ChargeType;DurationTicks;StartStateOfCharge;EndStateOfCharge;MeasuredBatteryEnergyInKwh;PeakPowerKw;DeltaSOC;DurationHours;valor_predito;confian�aa;MeasuredBatteryEnergyInKwh_Predict;Hit_Rate
871;E-JUMPY;bCD0;AC;2,38405E+11;41,375;100;36,56999969;-0,400000006;58,625;6,622353611;-65536;-65536;25,42391157;0,716507305
872;KANGOO Z.E. MAXI 5 LUGARES 2P;bE3A;AC;8717870000;57;62;1,49000001;;43;0,242163056;-65536;-65536;-65536;-65536
873;KANGOO Z.E. MAXI 2 LUGARES 2P;b377;AC;2,3662E+11;38,00525284;100;19,73999977;-0,315909088;61,99474716;6,572783333;-65536;-65536;22,32278273;0,696446431
874;E- SCUDO 4P;b111F;AC;920430000;100;100;0;-0,151136369;0;0,0255675;-65536;-65536;2,125111441;0,748404697
875;E- SCUDO 4P;b111F;AC;920430000;100;100;0;-0,151136369;0;0,0255675;-65536;-65536;2,125111441;0,748404697
876;E- SCUDO 4P;b1144;AC;4258770000;51;51,5;0,300000012;-0,090909094;49;0,118299167;-65536;-65536;2,408412427;0,748404697
877;KANGOO Z.E. MAXI 2 LUGARES 2P;bCDC;AC;7170270000;26;28;0,569999993;-0,585227251;74;0,199174167;-65536;-65536;3,288045702;0,696446431
878;E- SCUDO 4P;b111F;AC;420370000;100;100;0;;0;0,011676944;-65536;-65536;2,082674933;0,748404697
879;E- SCUDO 4P;b111F;AC;420370000;100;100;0;;0;0,011676944;-65536;-65536;2,082674933;0,748404697
880;KANGOO Z.E. MAXI 2 LUGARES 2P;b247;AC;1,7287E+11;18;100;26,09000015;-0,502272725;82;4,80195;-65536;-65536;17,03420197;0,696446431
881;KANGOO Z.E. MAXI 2 LUGARES 2P;b32D;AC;7063830000;42,99140167;46,9999733;1,190000057;-0,120454542;57,00859833;0,1962175;-65536;-65536;3,279215639;0,696446431
882;KANGOO Z.E. MAXI 2 LUGARES 2P;b2FE;AC;87130200000;56;100;13,96000004;;44;2,420283333;-65536;-65536;9,921371938;0,696446431
883;E-EXPERT;bF6D;AC;3,9891E+11;52,625;100;30,22999954;-0,477272719;47,375;11,08082861;-65536;-65536;35,97212032;0,650632105
884;E- SCUDO 4P;b112A;AC;3,0699E+11;35,375;100;44,27999878;-0,151136369;64,625;8,527511111;-65536;-65536;28,09907584;0,748404697
885;E-JUMPY;b10D4;AC;15701770000;57,75114059;61;2,220000029;-0,468181819;42,24885941;0,436160278;-65536;-65536;4,120630329;0,716507305
886;E-JUMPY;b10D4;AC;15701770000;57,75114059;61;2,220000029;-0,468181819;42,24885941;0,436160278;-65536;-65536;4,120630329;0,716507305
887;E-EXPERT;bB2A;AC;24345170000;37;40,375;1,970000029;-0,044318181;63;0,676254722;-65536;-65536;4,571326672;0,650632105
888;E- SCUDO 4P;b11D1;AC;2,29226E+11;49,5;100;35,40000153;-0,407954544;50,5;6,367389722;-65536;-65536;21,49977118;0,748404697
889;E- SCUDO 4P;b1208;AC;1,44934E+11;78,875;100;15,89999962;-0,532954574;21,125;4,0259575;-65536;-65536;14,3465507;0,748404697
890;E- SCUDO 4P;b1208;AC;1,44934E+11;78,875;100;15,89999962;-0,532954574;21,125;4,0259575;-65536;-65536;14,3465507;0,748404697
891;KANGOO Z.E. MAXI 2 LUGARES 2P;bA1D;AC;1,33967E+11;15;86,99997711;21,97999954;-0,498863637;85;3,721308333;-65536;-65536;13,80687356;0,696446431
892;KANGOO Z.E. MAXI 2 LUGARES 2P;bBFF;AC;19093070000;45;50,00176239;1,580000043;-0,120454542;55;0,530363056;-65536;-65536;4,27713889;0,696446431
893;KANGOO Z.E. MAXI 2 LUGARES 2P;b879;AC;94509530000;48;99;16,31999969;-0,320454538;52;2,625264722;-65536;-65536;10,53354735;0,696446431
894;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C9;AC;3731600000;28;30;0,610000014;-0,313636363;72;0,103655556;-65536;-65536;3,00278007;0,696446431
895;E-JUMPY;bE9E;AC;1,4812E+11;79,375;100;14,39000034;-1,496590853;20,625;4,114435278;-65536;-65536;16,78743891;0,716507305
896;KANGOO Z.E. MAXI 5 LUGARES 2P;b87B;AC;1,56755E+11;54,98777771;82;7,260000229;-0,326136351;45,01222229;4,354315556;-65536;-65536;-65536;-65536
897;KANGOO Z.E. MAXI 5 LUGARES 2P;b87B;AC;1,56755E+11;54,98777771;82;7,260000229;-0,326136351;45,01222229;4,354315556;-65536;-65536;-65536;-65536
898;KANGOO Z.E. MAXI 2 LUGARES 2P;bED2;AC;14954930000;43;51;2,609999895;-0,118181817;57;0,415414722;-65536;-65536;3,933846535;0,696446431
899;E-EXPERT;b1003;AC;1530000;59,375;59,375;0;;40,625;4,25E-05;-65536;-65536;2,530531856;0,650632105
900;KANGOO Z.E. MAXI 2 LUGARES 2P;b10EA;AC;1,228E+11;69;100;10,64000034;-0,418181807;31;3,411116667;-65536;-65536;12,88048842;0,696446431
901;E-EXPERT;b1003;AC;129730000;59,375;59,375;0;-0,092045456;40,625;0,003603611;-65536;-65536;2,541279218;0,650632105
902;KANGOO Z.E. MAXI 2 LUGARES 2P;b32C;AC;3,1656E+11;50;100;16,37999916;;50;8,793340833;-65536;-65536;28,95446142;0,696446431
903;E-JUMPY;b956;AC;1,19985E+11;67,37517548;95,625;17,80999947;-0,547727287;32,62482452;3,3329075;-65536;-65536;14,09610594;0,716507305
904;KANGOO Z.E. MAXI 2 LUGARES 2P;b1F5;AC;226370000;95;94,99906921;0,02;;5;0,006288056;-65536;-65536;2,711992746;0,696446431
905;E- SCUDO 4P;b112A;AC;4017000000;34,5;35,375;0,600000024;-0,044318181;65,5;0,111583333;-65536;-65536;2,38789514;0,748404697
906;KANGOO Z.E. MAXI 2 LUGARES 2P;b1F7;AC;94568870000;47;99;16,53000069;;53;2,626913056;-65536;-65536;10,53847009;0,696446431
907;E-JUMPY;bC87;AC;2,02413E+11;56,625;100;27,67000008;-1,00454545;43,375;5,622586111;-65536;-65536;21,98103045;0,716507305
908;E- SCUDO 4P;b112A;AC;545830000;34,375;34,5;0,050000001;-0,044318181;65,625;0,015161944;-65536;-65536;2,093321824;0,748404697
909;KANGOO Z.E. MAXI 2 LUGARES 2P;b128D;AC;1,02613E+11;40;96;16,71999931;-0,197727278;60;2,850363056;-65536;-65536;11,20580187;0,696446431
910;E- SCUDO 4P;b112A;AC;2174730000;34;34,375;0,219999999;-0,397727281;66;0,060409167;-65536;-65536;2,231554891;0,748404697
911;E- SCUDO 4P;b1118;AC;1,17675E+11;76,5;100;16,54999924;-0,556818187;23,5;3,268741667;-65536;-65536;12,03320942;0,748404697
912;E- SCUDO 4P;b1118;AC;1,17675E+11;76,5;100;16,54999924;-0,556818187;23,5;3,268741667;-65536;-65536;12,03320942;0,748404697
913;E-JUMPY;bE5B;AC;4,3721E+11;36,125;91,99964905;34,68000031;-0,398863643;63,875;12,1447325;-65536;-65536;44,4412271;0,716507305
914;KANGOO Z.E. MAXI 2 LUGARES 2P;bC90;AC;2,70971E+11;57;100;14,71000004;-1,218181849;43;7,526960278;-65536;-65536;25,17242518;0,696446431
915;KANGOO Z.E. MAXI 2 LUGARES 2P;bC90;AC;2,70971E+11;57;100;14,71000004;-1,218181849;43;7,526960278;-65536;-65536;25,17242518;0,696446431
916;E- SCUDO 4P;b11B6;AC;3,77283E+11;64,875;97,5;21,31999969;-1,031818151;35,125;10,48009444;-65536;-65536;34,06433888;0,748404697
917;KANGOO Z.E. MAXI 2 LUGARES 2P;b1DC;AC;1,387E+11;30;100;22,87999916;-0,313636363;70;3,852785278;-65536;-65536;14,19952849;0,696446431
918;E-EXPERT;bD3D;AC;5,36982E+11;64,875;100;23,72999954;-0,550000012;35,125;14,91615361;-65536;-65536;47,54705364;0,650632105
919;KANGOO Z.E. MAXI 2 LUGARES 2P;b716;AC;4,08617E+11;35;99;21,76000023;-0,982954562;65;11,35045917;-65536;-65536;36,59127657;0,696446431
920;JAC IEV1200T AT 4X2 2P;b102A;AC;4,01897E+11;28,5;94;65,02999878;-1,424999952;71,5;11,16380833;-65536;-65536;63,11404096;0,965379758
921;KANGOO Z.E. MAXI 5 LUGARES 2P;b490;AC;82303370000;47;93;13,47999954;;53;2,286204722;-65536;-65536;-65536;-65536
922;E-EXPERT;b1003;AC;9782730000;56,875;59,375;1,5;-0,456818193;43,125;0,2717425;-65536;-65536;3,350516963;0,650632105
923;E-JUMPY;b6BB;AC;3,34752E+11;30,375;100;48,86000061;-0,151136369;69,625;9,298659167;-65536;-65536;34,64025623;0,716507305
924;E-JUMPY;b6BB;AC;3,34752E+11;30,375;100;48,86000061;-0,151136369;69,625;9,298659167;-65536;-65536;34,64025623;0,716507305
925;KANGOO Z.E. MAXI 2 LUGARES 2P;bE76;AC;91180200000;77;100;7,489999771;-0,340909094;23;2,532783333;-65536;-65536;10,25735236;0,696446431
926;KANGOO Z.E. MAXI 2 LUGARES 2P;bE76;AC;91180200000;77;100;7,489999771;-0,340909094;23;2,532783333;-65536;-65536;10,25735236;0,696446431
927;E-JUMPY;b953;AC;1,317E+11;64,125;98,625;20,47999954;-0,150000006;35,875;3,658324167;-65536;-65536;15,21673739;0,716507305
928;KANGOO Z.E. MAXI 2 LUGARES 2P;b393;AC;1,46173E+11;15;96;24,55999947;-0,306818187;85;4,060352778;-65536;-65536;14,81942731;0,696446431
929;E- SCUDO 4P;b11F7;AC;15942900000;51,125;55;2,25999999;-0,454545468;48,875;0,442858333;-65536;-65536;3,399960786;0,748404697
930;KANGOO Z.E. MAXI 2 LUGARES 2P;b1290;AC;99791130000;53;100;15,53999996;-0,201136366;47;2,771975833;-65536;-65536;10,97169901;0,696446431
931;KANGOO Z.E. MAXI 2 LUGARES 2P;b39F;AC;31453400000;88;99;4,539999962;-0,226136357;12;0,873705556;-65536;-65536;5,302528748;0,696446431
932;KANGOO Z.E. MAXI 2 LUGARES 2P;b39F;AC;31453400000;88;99;4,539999962;-0,226136357;12;0,873705556;-65536;-65536;5,302528748;0,696446431
933;KANGOO Z.E. MAXI 2 LUGARES 2P;b2F5;AC;1,3024E+11;33;100;20,54000092;;67;3,617788056;-65536;-65536;13,49771101;0,696446431
934;E-EXPERT;b1263;AC;5,25196E+11;55;90,7487793;22,80999947;-0,457954556;45;14,58876389;-65536;-65536;46,55899807;0,650632105
935;E-EXPERT;b1263;AC;5,25196E+11;55;90,7487793;22,80999947;-0,457954556;45;14,58876389;-65536;-65536;46,55899807;0,650632105
936;MASTER FURGÃO L1H1 8M³ 2.3 2P;b1124;AC;2,2149E+11;46;100;17,67000008;-0,715909064;54;6,152511111;-65536;-65536;-65536;-65536
937;MASTER FURGÃO L1H1 8M³ 2.3 2P;b1124;AC;2,2149E+11;46;100;17,67000008;-0,715909064;54;6,152511111;-65536;-65536;-65536;-65536
938;KANGOO Z.E. MAXI 2 LUGARES 2P;b346;AC;3,9117E+11;35;100;21,30999947;-0,314772725;65;10,86584444;-65536;-65536;35,14397826;0,696446431
939;KANGOO Z.E. MAXI 2 LUGARES 2P;b346;AC;3,9117E+11;35;100;21,30999947;-0,314772725;65;10,86584444;-65536;-65536;35,14397826;0,696446431
940;E-EXPERT;b1003;AC;1007000000;56,875;56,875;0;-0,090909094;43,125;0,027972222;-65536;-65536;2,614823193;0,650632105
941;E-EXPERT;b1003;AC;22030000;56,875;56,875;0;-0,090909094;43,125;0,000611944;-65536;-65536;2,532250428;0,650632105
942;E-EXPERT;b1003;AC;48970000;56,875;56,875;0;-0,090909094;43,125;0,001360278;-65536;-65536;2,534508883;0,650632105
943;E-EXPERT;b1003;AC;26030000;56,875;56,875;0;-0,090909094;43,125;0,000723056;-65536;-65536;2,532585759;0,650632105
944;E-EXPERT;b1003;AC;83200000;56,875;56,875;0;-0,090909094;43,125;0,002311111;-65536;-65536;2,537378479;0,650632105
945;KANGOO Z.E. MAXI 2 LUGARES 2P;bCC5;AC;13540370000;68;75,00702667;2,279999971;-0,207954541;32;0,376121389;-65536;-65536;3,816497283;0,696446431
946;KANGOO Z.E. MAXI 2 LUGARES 2P;bCC5;AC;13540370000;68;75,00702667;2,279999971;-0,207954541;32;0,376121389;-65536;-65536;3,816497283;0,696446431
947;KANGOO Z.E. MAXI 2 LUGARES 2P;b11AE;AC;46120270000;81;100;6,699999809;-0,643181801;19;1,281118611;-65536;-65536;6,51926485;0,696446431
948;KANGOO Z.E. MAXI 2 LUGARES 2P;b7FA;AC;56987370000;66,99993134;98,99995422;9,800000191;;33,00006866;1,5829825;-65536;-65536;7,420779141;0,696446431
949;KANGOO Z.E. MAXI 2 LUGARES 2P;b7FA;AC;56987370000;66,99993134;98,99995422;9,800000191;;33,00006866;1,5829825;-65536;-65536;7,420779141;0,696446431
950;KANGOO Z.E. MAXI 2 LUGARES 2P;b1F9;AC;89080240000;56;100;13,97999954;-0,135227278;44;2,474451111;-65536;-65536;10,08314361;0,696446431
951;KANGOO Z.E. MAXI 2 LUGARES 2P;b383;AC;60467270000;25;42;5,079999924;-0,5090909;75;1,679646389;-65536;-65536;7,709465136;0,696446431
952;E- SCUDO 4P;b11B4;AC;3,97789E+11;68,125;100;22,35000038;-0,151136369;31,875;11,04968139;-65536;-65536;35,80446228;0,748404697
953;KANGOO Z.E. MAXI 2 LUGARES 2P;bD06;AC;2,87377E+11;23;100;24,12999916;-0,507954538;77;7,982693611;-65536;-65536;26,53346944;0,696446431
954;E-EXPERT;b1003;AC;4232230000;55,75;56,875;0,639999986;-0,090909094;44,25;0,117561944;-65536;-65536;2,885203164;0,650632105
955;E-EXPERT;b1003;AC;101100000;55,75;55,75;0;-0,090909094;44,25;0,002808333;-65536;-65536;2,538879085;0,650632105
956;E-EXPERT;b1003;AC;4970000;55,75;55,75;0;;44,25;0,000138056;-65536;-65536;2,530820241;0,650632105
957;E-EXPERT;b1003;AC;59130000;55,75;55,75;0;-0,090909094;44,25;0,0016425;-65536;-65536;2,535360624;0,650632105
958;E-EXPERT;b1003;AC;116969999;55,75;55,75;0;-0,090909094;44,25;0,003249167;-65536;-65536;2,540209511;0,650632105
959;JAC IEV1200T AT 4X2 2P;b3DF;AC;3,3707E+11;46;100;53,77999878;-1,189772725;54;9,3630425;-65536;-65536;52,93186609;0,965379758
960;E-JUMPY;bD2D;DC;58221899999;47,75;100;37,77000046;-0,133000001;52,25;1,617275;-65536;-65536;41,02470207;0,893528766
961;KANGOO Z.E. MAXI 2 LUGARES 2P;b10E0;AC;90408230000;35;90;16,97999954;-0,511363626;65;2,511339722;-65536;-65536;10,19331118;0,696446431
962;KANGOO Z.E. MAXI 2 LUGARES 2P;bDCD;AC;3,1263E+11;16;100;27,38999939;-0,5;84;8,684172222;-65536;-65536;28,62843017;0,696446431
963;JAC IEV1200T AT 4X2 2P;b3DE;AC;3,48213E+11;43,5;100;55,86999893;-1,875;56,5;9,672570278;-65536;-65536;54,68204698;0,965379758
964;KANGOO Z.E. MAXI 2 LUGARES 2P;bEDE;AC;1,80281E+11;39;84;13,85000038;-0,395454556;61;5,007810278;-65536;-65536;17,64900218;0,696446431
965;KANGOO Z.E. MAXI 2 LUGARES 2P;b1287;AC;67189799999;44;84;11,90999985;-0,600000024;56;1,866383333;-65536;-65536;8,267153651;0,696446431
966;E-JUMPY;bC77;AC;58337030000;67,375;70,125;1,480000019;-0,472727269;32,625;1,620473056;-65536;-65536;8,199026658;0,716507305
967;E-EXPERT;b1003;AC;4368970000;54,75;55,75;0,649999976;-0,090909094;45,25;0,121360278;-65536;-65536;2,896666457;0,650632105
968;JAC IEV1200T AT 4X2 2P;b21E;AC;2,54907E+11;59,5;100;41,06000137;-1,630681872;40,5;7,080740833;-65536;-65536;40,02691518;0,965379758
969;E-EXPERT;b1003;AC;60930000;54,75;54,75;0;-0,090909094;45,25;0,0016925;-65536;-65536;2,535511523;0,650632105
970;E-EXPERT;b1003;AC;6899999;54,75;54,75;0;;45,25;0,000191667;-65536;-65536;2,530982038;0,650632105
971;E-EXPERT;b1003;AC;57900000;54,75;54,75;0;-0,454545468;45,25;0,001608333;-65536;-65536;2,53525751;0,650632105
972;KANGOO Z.E. MAXI 2 LUGARES 2P;b712;AC;2,54251E+11;59,00017929;100;12,43000031;;40,99982071;7,062518611;-65536;-65536;23,78537355;0,696446431
973;KANGOO Z.E. MAXI 2 LUGARES 2P;b712;AC;2,54251E+11;59,00017929;100;12,43000031;;40,99982071;7,062518611;-65536;-65536;23,78537355;0,696446431
974;E-EXPERT;b1003;AC;12000000;54,75;54,75;0;-0,454545468;45,25;0,000333333;-65536;-65536;2,531409585;0,650632105
975;E- SCUDO 4P;b11B3;AC;1,10037E+11;78,5;100;16,68000031;-0,531818211;21,5;3,056574167;-65536;-65536;11,38502457;0,748404697
976;E-JUMPY;bC77;AC;40830000;67,375;67,375;0;-0,472727269;32,625;0,001134167;-65536;-65536;2,622538839;0,716507305
977;KANGOO Z.E. MAXI 2 LUGARES 2P;b32D;AC;27280200000;22,00030518;37,66324997;4,650000095;-0,505681813;77,99969482;0,757783333;-65536;-65536;4,956327881;0,696446431
978;E-JUMPY;b10AD;DC;67941370000;38,25;100;44,02000046;-0,133000001;61,75;1,887260278;-65536;-65536;47,75582806;0,893528766
979;E-EXPERT;b1071;DC;57878900000;10,75;100;56,52999878;-0,296999991;89,25;1,607747222;-65536;-65536;25,630002;0,596607818
980;E-JUMPY;bE9F;AC;97165970000;86,375;100;10,35000038;-0,151136369;13,625;2,699054722;-65536;-65536;11,91331869;0,716507305
981;KANGOO Z.E. MAXI 2 LUGARES 2P;b3CB;AC;1,11642E+11;40,00111389;99;18,77000046;-0,514772713;59,99888611;3,101161944;-65536;-65536;11,95481092;0,696446431
982;KANGOO Z.E. MAXI 2 LUGARES 2P;bE75;AC;1,0423E+11;75;100;8,800000191;;25;2,895288056;-65536;-65536;11,33997006;0,696446431
983;KANGOO Z.E. MAXI 2 LUGARES 2P;bE75;AC;1,0423E+11;75;100;8,800000191;;25;2,895288056;-65536;-65536;11,33997006;0,696446431
984;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C3;AC;1,15784E+11;42;99;19,04000092;;58;3,216216667;-65536;-65536;12,298421;0,696446431
985;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C3;AC;1,15784E+11;42;99;19,04000092;;58;3,216216667;-65536;-65536;12,298421;0,696446431
986;KANGOO Z.E. MAXI 2 LUGARES 2P;b2F5;AC;13847800000;26;33;2,220000029;;74;0,384661111;-65536;-65536;3,842001101;0,696446431
987;KANGOO Z.E. MAXI 2 LUGARES 2P;b11E0;AC;1,9288E+11;74;100;9,319999695;-0,338636369;26;5,357790833;-65536;-65536;18,69421654;0,696446431
988;KANGOO Z.E. MAXI 2 LUGARES 2P;b1FD;AC;25121130000;34;48;4,380000114;;66;0,697809167;-65536;-65536;4,777215472;0,696446431
989;KANGOO Z.E. MAXI 2 LUGARES 2P;b1013;AC;2,9788E+11;25;100;23,84000015;-0,507954538;75;8,274454722;-65536;-65536;27,40481186;0,696446431
990;E-EXPERT;b1003;AC;4381130000;54,125;54,75;0,349999994;-1,363636374;45,875;0,121698056;-65536;-65536;2,897685864;0,650632105
991;E- SCUDO 4P;b11FE;AC;18230870000;100;100;0;-0,151136369;0;0,506413056;-65536;-65536;3,5941244;0,748404697
992;KANGOO Z.E. MAXI 2 LUGARES 2P;b2FE;AC;33046070000;37;56;5,619999886;-0,593181789;63;0,917946389;-65536;-65536;5,434653672;0,696446431
993;E-JUMPY;b10AD;DC;438870000;38,25;38,25;0;-0,351999998;61,75;0,012190833;-65536;-65536;1,00761727;0,893528766
994;E-JUMPY;b10AD;DC;425870000;38,25012589;38,25;0;-0,351999998;61,74987411;0,011829722;-65536;-65536;0,998614245;0,893528766
995;KANGOO Z.E. MAXI 2 LUGARES 2P;b715;AC;4,39023E+11;18;95;23,30999947;-0,579545438;82;12,19508056;-65536;-65536;39,11373215;0,696446431
996;KANGOO Z.E. MAXI 2 LUGARES 2P;b715;AC;4,39023E+11;18;95;23,30999947;-0,579545438;82;12,19508056;-65536;-65536;39,11373215;0,696446431
997;E-SCUDO 4P;b1120;AC;46886970000;54,625;59,875;3,339999914;-0,457954556;45,375;1,302415833;-65536;-65536;-65536;-65536
998;E-SCUDO 4P;b1120;AC;46886970000;54,625;59,875;3,339999914;-0,457954556;45,375;1,302415833;-65536;-65536;-65536;-65536
999;KANGOO Z.E. MAXI 2 LUGARES 2P;b5E5;AC;1,0891E+11;49,00020599;100;16,87000084;;50,99979401;3,025288889;-65536;-65536;11,72821659;0,696446431
1000;E-EXPERT;b1003;AC;5187030000;53;54,125;0,589999974;-2,272727251;47;0,144084167;-65536;-65536;2,965246694;0,650632105
1001;KANGOO Z.E. MAXI 2 LUGARES 2P;b897;AC;1,9888E+11;24;100;24,77000046;;76;5,524450833;-65536;-65536;19,19194541;0,696446431
1002;E-EXPERT;b1003;AC;99930000;53;53;0;-0,089772724;47;0,002775833;-65536;-65536;2,538781001;0,650632105
1003;E-EXPERT;b1003;AC;166700000;53;53;0;-0,089772724;47;0,004630556;-65536;-65536;2,544378515;0,650632105
1004;JAC IEV1200T AT 4X2 2P;b610;AC;4,25525E+11;30,5;100;69,45999908;-0,8659091;69,5;11,82013528;-65536;-65536;66,82514853;0,965379758
1005;E-JUMPY;b73F;AC;53073270000;50,00566864;62,5;7,71999979;-0,405681819;49,99433136;1,4742575;-65536;-65536;7,695506814;0,716507305
1006;KANGOO Z.E. MAXI 2 LUGARES 2P;bE78;AC;1,34322E+11;67;100;11,23999977;;33;3,731169444;-65536;-65536;13,8363237;0,696446431
1007;KANGOO Z.E. MAXI 2 LUGARES 2P;bE78;AC;1,34322E+11;67;100;11,23999977;;33;3,731169444;-65536;-65536;13,8363237;0,696446431
1008;JAC IEV1200T AT 4X2 2P;b736;AC;3,86919E+11;36;100;62,93000031;-1,872727275;64;10,74774917;-65536;-65536;60,76149344;0,965379758
1009;KANGOO Z.E. MAXI 2 LUGARES 2P;bE69;AC;47626470000;74;87;4,099999905;-0,635227263;26;1,3229575;-65536;-65536;6,644216385;0,696446431
1010;KANGOO Z.E. MAXI 2 LUGARES 2P;bE69;AC;47626470000;74;87;4,099999905;-0,635227263;26;1,3229575;-65536;-65536;6,644216385;0,696446431
1011;E-EXPERT;b1020;AC;2,30466E+11;67,5;84,125;10,14999962;-0,471590906;32,5;6,401837222;-65536;-65536;21,8510189;0,650632105
1012;E-EXPERT;b1003;AC;4267870000;52;53;0,629999995;-0,089772724;48;0,118551944;-65536;-65536;2,888190964;0,650632105
1013;E-JUMPY;bA1E;AC;40036760000;91;100;5,679999828;-0,150000006;9;1,112132222;-65536;-65536;6,448462595;0,716507305
1014;E-JUMPY;bA1E;AC;40036760000;91;100;5,679999828;-0,150000006;9;1,112132222;-65536;-65536;6,448462595;0,716507305
1015;KANGOO Z.E. MAXI 2 LUGARES 2P;bDA8;AC;89620139999;56,00074005;100;14,13000011;-0,731818199;43,99925995;2,489448333;-65536;-65536;10,1279327;0,696446431
1016;E-EXPERT;b1003;AC;190000000;52;52;0,009589474;-0,089772724;48;0,005277778;-65536;-65536;2,546331819;0,650632105
1017;E-JUMPY;b1059;AC;332770000;36,5;36,5;0,01;-0,398863643;63,5;0,009243611;-65536;-65536;2,650465185;0,716507305
1018;E-JUMPY;b1059;AC;332770000;36,5;36,5;0,01;-0,398863643;63,5;0,009243611;-65536;-65536;2,650465185;0,716507305
1019;KANGOO Z.E. MAXI 2 LUGARES 2P;b867;AC;1,54665E+11;43;100;18,72999954;-0,318181813;57;4,296251944;-65536;-65536;15,52393844;0,696446431
1020;E-EXPERT;bC4F;DC;41252600000;55,375;99;32,00999832;-0,133000001;44,625;1,145905556;-65536;-65536;20,95921221;0,596607818
1021;E-EXPERT;bC4F;DC;41252600000;55,375;99;32,00999832;-0,133000001;44,625;1,145905556;-65536;-65536;20,95921221;0,596607818
1022;JAC IEV1200T AT 4X2 2P;b220;AC;1,79035E+11;71;100;29,20999908;;29;4,973206389;-65536;-65536;28,11016073;0,965379758
1023;JAC IEV1200T AT 4X2 2P;b21F;AC;1,78286E+11;71,5;100;28,27000046;;28,5;4,952388056;-65536;-65536;27,99244642;0,965379758
1024;KANGOO Z.E. MAXI 2 LUGARES 2P;bCDB;AC;1,9294E+11;52,99991226;100;14,93999958;-0,602272749;47,00008774;5,359452778;-65536;-65536;18,69917993;0,696446431
1025;KANGOO Z.E. MAXI 2 LUGARES 2P;bCDB;AC;1,9294E+11;52,99991226;100;14,93999958;-0,602272749;47,00008774;5,359452778;-65536;-65536;18,69917993;0,696446431
1026;KANGOO Z.E. MAXI 2 LUGARES 2P;bA21;AC;1,28869E+11;29;95,99975586;20,87999916;-0,221590906;71;3,5796825;-65536;-65536;13,38390905;0,696446431
1027;E-EXPERT;b90E;AC;2,43924E+11;47,125;100;34,06999969;-0,403409094;52,875;6,775663056;-65536;-65536;22,97921771;0,650632105
1028;KANGOO Z.E. MAXI 2 LUGARES 2P;b81D;AC;1,5625E+11;22;100;24,69000053;-1,162500024;78;4,340274167;-65536;-65536;15,65541048;0,696446431
1029;KANGOO Z.E. MAXI 2 LUGARES 2P;b81D;AC;1,5625E+11;22;100;24,69000053;-1,162500024;78;4,340274167;-65536;-65536;15,65541048;0,696446431
1030;KANGOO Z.E. MAXI 2 LUGARES 2P;b10F2;AC;78374330000;33,98781204;75;12,5;-0,009090909;66,01218796;2,177064722;-65536;-65536;9,19500134;0,696446431
1031;KANGOO Z.E. MAXI 2 LUGARES 2P;b10F2;AC;78374330000;33,98781204;75;12,5;-0,009090909;66,01218796;2,177064722;-65536;-65536;9,19500134;0,696446431
1032;KANGOO Z.E. MAXI 2 LUGARES 2P;b128E;AC;79210270000;59;100;12,68999958;-1,218181849;41;2,200285278;-65536;-65536;9,264349359;0,696446431
1033;KANGOO Z.E. MAXI 2 LUGARES 2P;b241;AC;97090070000;50;100;16,46999931;-0,401136369;50;2,696946389;-65536;-65536;10,74762412;0,696446431
1034;KANGOO Z.E. MAXI 2 LUGARES 2P;b86D;AC;2,4144E+11;9;100;28,42000008;-0,568181813;91;6,706672222;-65536;-65536;22,72264092;0,696446431
1035;KANGOO Z.E. MAXI 2 LUGARES 2P;bAC2;AC;1,276E+11;39;100;20,20000076;-1,103409052;61;3,544455556;-65536;-65536;13,27870404;0,696446431
1036;KANGOO Z.E. MAXI 2 LUGARES 2P;bAC2;AC;1,276E+11;39;100;20,20000076;-1,103409052;61;3,544455556;-65536;-65536;13,27870404;0,696446431
1037;E-JUMPY;bA06;AC;4,4155E+11;65;96;19,61000061;-1,027272701;35;12,26526472;-65536;-65536;44,85630172;0,716507305
1038;KANGOO Z.E. MAXI 5 LUGARES 2P;b490;AC;34063200000;28;47;5,559999943;-0,389772713;72;0,9462;-65536;-65536;-65536;-65536
1039;E-EXPERT;b1003;AC;4403830000;50,875;52;0,649999976;-0,044318181;49,125;0,122328611;-65536;-65536;2,899588867;0,650632105
1040;KANGOO Z.E. MAXI 2 LUGARES 2P;b300;AC;1,0294E+11;49,99768448;100;15,93999958;-0,135227278;50,00231552;2,85945;-65536;-65536;11,23293997;0,696446431
1041;E-JUMPY;bA1E;AC;4384930000;90,00039673;91;0,620000005;-0,147727266;9,999603271;0,121803611;-65536;-65536;3,038086005;0,716507305
1042;E-JUMPY;bA1E;AC;4384930000;90,00039673;91;0,620000005;-0,147727266;9,999603271;0,121803611;-65536;-65536;3,038086005;0,716507305
1043;E-EXPERT;b1003;AC;434970000;50,75;50,875;0,039999999;-0,044318181;49,25;0,0120825;-65536;-65536;2,566868333;0,650632105
1044;KANGOO Z.E. MAXI 2 LUGARES 2P;b8A4;AC;1,00272E+11;19;48;8,720000267;-1,082954526;81;2,785338056;-65536;-65536;11,01160519;0,696446431
