"id","GeotabId","ActiveFrom","ActiveTo","BaseType","Comment","Name","Version","EntityStatus","RecordLastChangedUtc"
"720","aYVDWIY8vJkaZe_NA1byj9A","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Fox","4516",1,"2024-04-10 20:02:53.197773"
"721","aWTsmKG5RN0aueIfLafWOCA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Bem Almada Ii","4948",1,"2024-04-10 20:02:53.19913"
"722","a9eEJbHPXyUm5LyfNXVVK5A","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Paulo Car","4088",1,"2024-04-10 20:02:53.199957"
"723","aOmhHame0bEyEkU_Qo-Ew_Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Loggi","5134",1,"2024-04-10 20:02:53.201273"
"724","adz-KibhofUS_BKBRhiSGGg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SSP3 - Campinas","109",1,"2024-04-10 20:02:53.202153"
"725","apG0f5fYabUu9ziYzARCDCw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Gn Car Desativacao S","4681",1,"2024-04-10 20:02:53.203256"
"726","ajT-vYdGaN0WPjuEzKB8r0w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Sampa Trianon Veicul - Agua Branca","4459",1,"2024-04-10 20:02:53.204005"
"727","a6cUp12LqH0qAuIprxzcgow","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Vrum Centro Automotivo","4245",1,"2024-04-10 20:02:53.204622"
"728","avvl71bDXM0muaxDDxIjtSw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - DSP3 - Amazon","5077",1,"2024-04-10 20:02:53.205392"
"729","aCzt8VU5FWU-i67oJG_xTng","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Loggi","5132",1,"2024-04-10 20:02:53.206064"
"730","asyI-TI52xEiVnyuKzn82Ww","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Algicar (Bosch)","4148",1,"2024-04-10 20:02:53.206806"
"731","a7wNZ6Ct6YEqitDcwBPj_Hg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Della Via - Loja 5","4428",1,"2024-04-10 20:02:53.207545"
"732","a16kqjgiMoUKW7qnaqG9hTQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Dpaschoal Campinas L","4823",1,"2024-04-10 20:02:53.208313"
"733","aFsc3wUdxwk2Z4ihxXd6R8w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Automax","4308",1,"2024-04-10 20:02:53.209051"
"734","aSPCjH5y7u0avMvuVeOHJvA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Fcf Distribuidora","4586",1,"2024-04-10 20:02:53.209804"
"735","aRnjDarKZLU-BGLU_uXiDRg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Pantanal Auto Pecas","4750",1,"2024-04-10 20:02:53.210602"
"736","ahuZyZZzBDUKSWcj0usRQHg","2023-11-09 14:33:25.603","2050-01-01 00:00:00","Custom","","Excesso de velocidade","5248",1,"2024-04-10 20:02:53.211368"
"737","ayTlFTnwyuUeaGA-fdxQA-g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Maria Cristina Jose","4532",1,"2024-04-10 20:02:53.212153"
"738","avtcx1ahHHUun10hlZQzd8w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Excelencia Transport","4415",1,"2024-04-10 20:02:53.212899"
"739","aGdcvnvPKoEueBGNlbCxxkQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Itape Pneu","4974",1,"2024-04-10 20:02:53.214486"
"740","a0rZUX_GWW0msRK5CUFPypw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Vitor Auto Center","4421",1,"2024-04-10 20:02:53.215247"
"741","anx8Y8RlnuEaWu_O9XYKGig","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Damin Reparacao E Es","4435",1,"2024-04-10 20:02:53.217469"
"742","aEvvyfI3whU2KVkasuffO1w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Araújo & Araújo Serviços","4965",1,"2024-04-10 20:02:53.218239"
"743","abmw1MSylyEmNxGahLxj-ew","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Motores Diniz","4858",1,"2024-04-10 20:02:53.219009"
"744","aC0EhcR0SvkygpFDlizbVHQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Região do Matao campinas sumare","434",1,"2024-04-10 20:02:53.219714"
"745","aijzsnRdTX0ikrD8osoYpDA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Shop Car Automotivo","4258",1,"2024-04-10 20:02:53.220512"
"746","aEB8JQQIFeEKenAhSE5LG5A","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Bem Almada","4843",1,"2024-04-10 20:02:53.221325"
"747","aJNbf3MCExU2S7ZebqYIJMw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Della Via - Loja 24","4169",1,"2024-04-10 20:02:53.222025"
"748","a_-87WxVF-0u7rlg8GXAfdg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Gv Pneus Dunlop","5007",1,"2024-04-10 20:02:53.222717"
"749","aPfuPgecZ1kW7U0bF4Byo0w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Itavema France - São Paulo","4531",1,"2024-04-10 20:02:53.223377"
"750","aWWX84JecXk6HYmBI_ypS6g","2023-08-14 18:24:17.339","2050-01-01 00:00:00","Custom","","Excesso de velocidade >100 Km/h - Atitude","573",1,"2024-04-10 20:02:53.224185"
"751","aOTqDTZTE3EG02_IlJPrKdw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - DPE4 - Amazon","5290",1,"2024-04-10 20:02:53.224996"
"752","a5RcKg3o2lkmbVJr2SpHiiQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SSP8 - São José dos Campos","5196",1,"2024-04-10 20:02:53.225767"
"753","aNKTooVpjs0Worlbj0flqjQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Loggi","5127",1,"2024-04-10 20:02:53.226538"
"754","agr28ooexeUWCrwMSLmyNew","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Morh Tratum Auto Center","4534",1,"2024-04-10 20:02:53.227192"
"755","apQLr-84PAUCZaHkkPgGqQg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Gp Pneus - Itatiba","4765",1,"2024-04-10 20:02:53.227803"
"756","ag3Y46bqlSUSA8AKLwi-86g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Service Mail","4551",1,"2024-04-10 20:02:53.228555"
"757","aRIA_6Adxq0eexa3Cjx-X1w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Pit Stop Auto Center","4346",1,"2024-04-10 20:02:53.229343"
"758","a0E0a7-9VUECmSxskxai4gw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - C A Di Tilio Mecânica","4957",1,"2024-04-10 20:02:53.230071"
"759","abbGZMnGFlk-T-jpTiwdvvw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Guarucar Pecas E Ser","4772",1,"2024-04-10 20:02:53.230855"
"760","afzdcdLYHqEa7smTAS0CB0Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Renault Sinal Arican","4643",1,"2024-04-10 20:02:53.231688"
"761","a9Aia8vZYsUmArVNhLCRjLQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Aufi Veículos","4969",1,"2024-04-10 20:02:53.232464"
"762","aFSI_q7S2i0KjRaBVhYK7dw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Wissen Service","4735",1,"2024-04-10 20:02:53.233356"
"763","aua-qc_k6nUyxC3X-ocRa0g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Área de risco Cata Preta","5393",1,"2024-04-10 20:02:53.234041"
"764","an0T0H7_3uUiTAwTI8u70Ow","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","ESTACIONAMENTO - SDQ2J61","5194",1,"2024-04-10 20:02:53.234789"
"765","abaSq7uJXok2j1wlVSs8a9Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Pit Stop Recuperador","4802",1,"2024-04-10 20:02:53.235595"
"766","aFi-UqGoaCkiV4en73AV16w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Pneus Paula Lima","4290",1,"2024-04-10 20:02:53.236315"
"767","a7Bc8UnEtAUS8D_QtOPWzHQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","AREA DE RISCO PIMENTAS CLUSTER 1","5512",1,"2024-04-10 20:02:53.237077"
"768","a8sIsV9u0x02_oJMYQAN5aA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SSE1 - Aracajú","154",1,"2024-04-10 20:02:53.237808"
"769","a46EuPXP6FEmyGLVxPVMLEw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - G S J Comercio E Serviços","4149",1,"2024-04-10 20:02:53.238617"
"770","aX10C0hvWCk6fV1teUqX44Q","2024-04-10 17:46:32.587","2050-01-01 00:00:00","Custom","","Controle de Km rodado transmana (<50km)","5544",1,"2024-04-10 20:02:53.239425"
"771","aIGvBqH9IM0i1B8pNokwnnQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - CD Americanas PE2","5044",1,"2024-04-10 20:02:53.240178"
"772","aZnbAvuFANkSoWcgx0eStCA","2023-11-09 14:28:02.024","2050-01-01 00:00:00","Custom","","Excesso de velocidade","5247",1,"2024-04-10 20:02:53.240977"
"773","aTcp_7kOZXEehnvTouKziLg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Segremaxx  Lubrifica","4718",1,"2024-04-10 20:02:53.241774"
"774","aGFuI-tdMEU-CNRYbseoxrw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Auto Parts","4973",1,"2024-04-10 20:02:53.242523"
"775","aE9-K9ksnXUS3M6vA4i_Apw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Autoglass Sp03","4785",1,"2024-04-10 20:02:53.243299"
"776","azMM6AFxKekuPb5zRFEmpDg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Br Pappas Soluções","4857",1,"2024-04-10 20:02:53.244069"
"777","a22WPE_YGRk27wLG3FBOUxA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","AREA DE RISCO  -Conj. Hab. Castro Alves, TIRADENTES","5483",1,"2024-04-10 20:02:53.244835"
"778","aHA7h0xRg9kyiAk5tMw11Ww","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","ESTACIONAMENTO PONCE PARK GUARULHOS","592",1,"2024-04-10 20:02:53.245683"
"779","astm7TSPGQUyAaR7zYUPO-g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Estoril Distribuidor","4800",1,"2024-04-10 20:02:53.246396"
"780","aiYrd7raio0aI-sMZ1Okk5A","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Shopee","5160",1,"2024-04-10 20:02:53.247018"
"781","aju0-B3iBAkGR1akBJC0n-g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Jcem Servicos Automo","4986",1,"2024-04-10 20:02:53.247629"
"782","aSWL33plUmEmBBy8GMayb_Q","2023-03-03 00:43:32.741","2050-01-01 00:00:00","Custom","","Excesso de velocidade","94",1,"2024-04-10 20:02:53.248398"
"783","aYwuaEM6a40iUnk5XYXY-uw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Edcar Auto Pecas","4151",1,"2024-04-10 20:02:53.249372"
"784","awj1VxEc_ZEueR_I4UgZiWA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Sinhá Área de risco","5502",1,"2024-04-10 20:02:53.250179"
"785","ackrbRjc-1UGNzzxDqa5FZw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Funilaria Monza Ltda","4380",1,"2024-04-10 20:02:53.250842"
"786","a6iJG70t_4kyNz3LgpiOGOw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Millenium Tapetes","4145",1,"2024-04-10 20:02:53.251599"
"787","asqtVsogWb02SIlN0ezSt9A","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Centro Automotivo Sa","4279",1,"2024-04-10 20:02:53.252318"
"788","ab-WPtW0mVUS4WN_wRxwNgg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Expresso Car","4338",1,"2024-04-10 20:02:53.25306"
"789","amegpqnek7Uyep5ZMCLdC7Q","2023-08-09 00:45:51.096","2050-01-01 00:00:00","Custom","Bateria EV em carga","Plug Carregador Conectado","551",1,"2024-04-10 20:02:53.253847"
"790","aYGp3r506lEOrnmFnJO0rBg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Tec Lubrificantes","4659",1,"2024-04-10 20:02:53.254607"
"791","aoEWFyCqKYUy7LPV1Vqo-6w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","ESTACIONAMENTO VUC 01 - FROTA FIXAS","5245",1,"2024-04-10 20:02:53.258221"
"792","asXdIV3gBLUmTXjPoVrC9IQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Loggi","5120",1,"2024-04-10 20:02:53.259041"
"793","a9rBMVD2MYkWKcXY9-rb4rg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Auto Center Brasil","4888",1,"2024-04-10 20:02:53.259743"
"794","a3NBTmpOjaUKUaKwUgwWA9A","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA  - WN RENOVADORA","584",1,"2024-04-10 20:02:53.260512"
"795","atpiN7B5_c0SFcKerO5Vu9Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Valec Distribuidora - Sorocaba","4745",1,"2024-04-10 20:02:53.261267"
"796","RuleEVEnterChargingZoneWithLowChargeId","2022-12-16 18:18:32.081","2050-01-01 00:00:00","Stock","","EV Entering Charging Zone With Low Charge","88",1,"2024-04-10 20:02:53.261982"
"797","a04bM8L4m6EWWCDlLmLicWA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Recover","4564",1,"2024-04-10 20:02:53.263231"
"798","auBNj4eqSqUimYGPTdFGa2Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Minasmaquinas Sa","4239",1,"2024-04-10 20:02:53.263907"
"799","az6efby6tZkmEUFjw2f3Hjg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SRJ9 - Cabo Frio","182",1,"2024-04-10 20:02:53.264639"
"800","aRPuGDMD8wk6rmH3B5gV22Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Safety Car Porto Alegre","4093",1,"2024-04-10 20:02:53.265285"
"801","alIC2TgXIbkqHF0kUqm0kQg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Dpaschoal Pouso Alegre","4177",1,"2024-04-10 20:02:53.26605"
"802","aDBPym_PozEyWiCgXRx8FnA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Shopee","5158",1,"2024-04-10 20:02:53.266783"
"803","aL0hXOv9jQ0m8rEQmjIozgg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Della Via - Loja 6","4379",1,"2024-04-10 20:02:53.267516"
"804","aRfDIxhtJTUyA04iRRAfugg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Dpaschoal Praia Gran","4829",1,"2024-04-10 20:02:53.268308"
"805","aQj8mIYUH3kW6KkDKyBoPfw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - CD2500 - Magalu","5087",1,"2024-04-10 20:02:53.269025"
"806","ax2ISGz1SYUiLYoBKFA072g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SRJ7 - Macaé","173",1,"2024-04-10 20:02:53.269746"
"807","anD3stDbyZEOnecjHsNM8fw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Loggi","5121",1,"2024-04-10 20:02:53.270546"
"808","aiiBE63fO5kOE86NkCCL_ug","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - CD B2W PR","5051",1,"2024-04-10 20:02:53.271299"
"809","ahQzRxCh8j0e6BrsOhc-WKQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Autoglass - Jundiai","2512",1,"2024-04-10 20:02:53.272014"
"810","av2JgkD5H8ki-24MwgU5WIg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Loggi","5131",1,"2024-04-10 20:02:53.272789"
"811","aLhvnRsURrUOhY5yNwZsIiA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Shopee","5173",1,"2024-04-10 20:02:53.27345"
"812","abGNV5GgHp0yn2WVx51s0iw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Área de Risco - Guaruja","5390",1,"2024-04-10 20:02:53.274135"
"813","aQ7tfRhW6G0Oml_4Fxg6yKw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","R. Consolação, 1720 - Vila Esplanada, São José do Rio Preto - SP, 15030-540, Brasil","5343",1,"2024-04-10 20:02:53.274917"
"814","aVGccKZMAbUqycH5xo_wUQg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Campneus Guarapuava","4368",1,"2024-04-10 20:02:53.275653"
"815","aLFTEBtIoh0S-PtzsBlmdfg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Nilmaster","4130",1,"2024-04-10 20:02:53.276385"
"816","aw4xCams8H0mYRN4-cl27sg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Estacionamento Murici","392",1,"2024-04-10 20:02:53.277124"
"817","amXKy5vFfMEuU1VcYT51C0A","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SBA3 - Vitória da Conquista","187",1,"2024-04-10 20:02:53.277904"
"818","aO3a-py6xb0mkipd-TkFYnw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - DPR2 - Amazon","5078",1,"2024-04-10 20:02:53.278667"
"819","ar7uNgNxKtU6_o6_7Uu3Kcw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Pneustore","4293",1,"2024-04-10 20:02:53.279528"
"820","aELBlSqEBC0ClmdUJWdmZNA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Transgabardo - Sao Jose Dos Pinhais","4585",1,"2024-04-10 20:02:53.280319"
"821","ax7x3DoPcm0yV-jA6IxsNeQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Loggi","5123",1,"2024-04-10 20:02:53.281495"
"822","a-rOXJSU3sEyCsz3NHcABYA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Via Mondo","4836",1,"2024-04-10 20:02:53.282333"
"823","a-ckZ7u_YskyPwLroMfIzJA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SPA1 - Belém - RODACOOP","5049",1,"2024-04-10 20:02:53.283018"
"824","aPxLuQ9WyJEKDqON-bW-Gww","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Parque Piratininga, Itaquaquecetuba","5289",1,"2024-04-10 20:02:53.283864"
"825","adD9wlAyXg0ehLUlRmSutNA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","AREA DE RISCO -","5447",1,"2024-04-10 20:02:53.284823"
"826","aA3NXA8uTykGqvvsAD0ki2w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Renato Auto Service - Londrina","4369",1,"2024-04-10 20:02:53.285685"
"827","aivXKr3OLnU2D0TSVpm-OIg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Brasil Car","4842",1,"2024-04-10 20:02:53.286564"
"828","aLRhxEuERgkW08c6Iic6ZTQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Campneus São Carlos","4686",1,"2024-04-10 20:02:53.288173"
"829","aap_XUwLjGEGWbIWwfDN1hg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Shopee","5174",1,"2024-04-10 20:02:53.288816"
"830","aUS0EaLTkIECuwtRaNkXWtQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Campneus Praia Grand","2366",1,"2024-04-10 20:02:53.289691"
"831","aPDC9S8PcV0Cf9TPNCzf1Nw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Bailon Auto Center","4225",1,"2024-04-10 20:02:53.290539"
"832","aqGbSnsSbMEKg4EPUTIqL_g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - SVC Maua, SP - Shopee","5072",1,"2024-04-10 20:02:53.291312"
"833","ahgSh3A8Y1UCVhzFYbkzuLw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Renato Pneus - Marin","4292",1,"2024-04-10 20:02:53.292035"
"834","alRAorNdd2USDP2qKp9zu4g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SSP31 - Barretos","208",1,"2024-04-10 20:02:53.292774"
"835","aPFtxVHlWnkC-kZsCRBbH5Q","2023-06-21 00:02:56.409","2050-01-01 00:00:00","Custom","","Alerta: Utilização indevida de veículo fora de horário - Eco Express.","479",1,"2024-04-10 20:02:53.29339"
"836","aOXaHBvNe7kuI19y30LRRlw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Free Way Amortecedor","4487",1,"2024-04-10 20:02:53.294146"
"837","ay-eO2pkyCkSgp5QGU2mf8Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Personal Car Desativ","4370",1,"2024-04-10 20:02:53.294908"
"838","aujiO5vTp20qcNjI-6nc6DA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Newcar SP","4166",1,"2024-04-10 20:02:53.29568"
"839","a65f5YN8tC0W2w3BfAwOB8A","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Ortocar Oficina Automotiva","4608",1,"2024-04-10 20:02:53.296447"
"840","a24K93QZL5ESx1eiSOlQ8fg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Ss Auto Eletrica E M","4186",1,"2024-04-10 20:02:53.297186"
"841","aaxBCRfBCPkukKX5G988QVQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Carbel Paris","4775",1,"2024-04-10 20:02:53.297926"
"842","aJ3EIr_Y-Kkm85W6H0UydMA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Luctrans","4544",1,"2024-04-10 20:02:53.298682"
"843","aO5AP4CoA1kSJGQ0npOkh2w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Automec Chevrolt","4644",1,"2024-04-10 20:02:53.299449"
"844","atS5JGNMrmU69O7ZnGFgX-Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Jr Multimarcas Funil","4576",1,"2024-04-10 20:02:53.300202"
"845","aQLBXvj1sSk6xj3Fxv-6Ptw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Romanelli E Francioz","4490",1,"2024-04-10 20:02:53.301016"
"846","a37uUOh5kV0ymG8sqAZzicQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Gabiza Auto Center","5001",1,"2024-04-10 20:02:53.301803"
"847","a98f_lUGtd0CCh7ORzZ_g9w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Pmz Distribuidora  - Manaus","4648",1,"2024-04-10 20:02:53.302585"
"848","aWYHJ-O-izU-t5PLz07v5yQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Globo Veiculos - Curitiba","4826",1,"2024-04-10 20:02:53.303325"
"849","acYXcVCQfsE26L1LacB6B3w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","BRSP03 - FBM Cajamar","97",1,"2024-04-10 20:02:53.304074"
"850","ap2olEwB7Y0ycRa3KYTGdsg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Full Pneus","4086",1,"2024-04-10 20:02:53.304855"
"851","aGgNCl1YCS0-J1JLRHXo-vg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Valec Renault","4414",1,"2024-04-10 20:02:53.305638"
"852","ackrCVfIyxkSZDLPpgZumNA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Autoglass Mg08","4942",1,"2024-04-10 20:02:53.306419"
"853","aFVDhOLEsuECW-i9rgsPVZA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Doutor Carro","4096",1,"2024-04-10 20:02:53.307188"
"854","aiQ6mkN26NEWeZtWYs_ux5g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Rodcenter","4299",1,"2024-04-10 20:02:53.307958"
"855","a9ko4fRn74k6ePlepwRd_uw","2024-03-03 11:34:22.31","2050-01-01 00:00:00","Custom","","Baixa pressão de óleo.","5434",1,"2024-04-10 20:02:53.30871"
"856","alsK1-sWXV0SVGGKjW4oZoQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Fox Pneus Parintins","4215",1,"2024-04-10 20:02:53.309544"
"857","aY6ab62982ECINsNm9TNruA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Multimarcas Magrinho","4992",1,"2024-04-10 20:02:53.310584"
"858","adWdSGDBAt0CyALt_l6KUjw","2023-12-08 11:55:43.988","2050-01-01 00:00:00","Custom","","!!!! Botão de pânico acionado","5319",1,"2024-04-10 20:02:53.311388"
