"ModeloCarro","id","GeotabId","ChargeIsEstimated","ChargeType","StartTime","DeviceId","DurationTicks","EndStateOfCharge","EnergyConsumedKwh","EnergyUsedSinceLastChargeKwh","Latitude","Longitude","MaxACVoltage","MeasuredBatteryEnergyInKwh","MeasuredBatteryEnergyOutKwh","MeasuredOnBoardChargerEnergyInKwh","MeasuredOnBoardChargerEnergyOutKwh","PeakPowerKw","StartStateOfCharge","TripStop","Version","RecordCreationTimeUtc"
"E-Jumpy","571","auErSDbwRCUGmNJ4uikzzvw",True,"AC","2024-04-09 04:01:16","bE37","37212530000","100","3.215909004211426",NULL,"-22.424013137817383","-46.97896957397461",NULL,"2.8299999237060547","0","0","0","-0.1511363685131073","97.375","2024-04-09 00:24:50","2291844","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2007","a7BF4LfiXp0uow6td0C4AGQ",True,"AC","2024-04-09 03:51:32","b381","161820470000","100","14.670454978942871",NULL,"-23.672319412231445","-45.44955062866211",NULL,"12.90999984741211","0","0","0",NULL,"58.00001525878906","2024-04-08 09:55:37","2290799","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2036","aWKcVafUp3Eq4mlkhVMVIMA",True,"AC","2024-04-09 03:48:03","b10E1","178991770000","54","16.06818199157715","5.710000038146973","-23.636991500854492","-46.95423889160156",NULL,"14.140000343322754","0","0","0","-0.09318181872367859","7.9979448318481445","2024-04-09 03:45:30","2252665","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2025","a7dlDTKH0Ikaa2qn7-rLwog",True,"AC","2024-04-09 03:43:07","b1E7","940669999","100","0.09090909361839294","0","-23.57189178466797","-46.59983444213867",NULL,"0.07999999821186066","0","0","0","-7.834090709686279","100","2024-04-08 23:57:27","2280866","2024-04-10 20:03:05.580012"
"JAC IEV1200T","2221","agyUCzEL6Z0GU8Bj9B1dI2g",True,"AC","2024-04-09 03:42:59","b10F7","221248400000","100","40.3863639831543",NULL,"-22.424013137817383","-46.9788932800293",NULL,"35.540000915527344","0","0","0","-1.8181818723678589","62.5","2024-04-09 03:42:19","2291197","2024-04-10 20:03:05.580012"
"JAC IEV1200T","3305","aE6jXB18NTU6SFoxfoIQkRQ",True,"AC","2024-04-09 03:42:59","b10F7","221248400000","100","40.3863639831543",NULL,"-22.424013137817383","-46.9788932800293",NULL,"35.540000915527344","0","0","0","-1.8181818723678589","62.5","2024-04-09 03:42:19","2292583","2024-04-10 20:33:42.693724"
"Kangoo Z.E. MAXI 2 Lugares 2P","2217","a5K1Igid2BE6rY-VyMG1QZA",True,"AC","2024-04-09 03:40:28","b1E7","430830000","100","0.034090910106897354","0","-23.57189178466797","-46.59983444213867",NULL,"0.029999999329447746","0","0","0",NULL,"100","2024-04-08 23:57:27","2280865","2024-04-10 20:03:05.580012"
"E-Expert","580","aZgS-kBAIMUi17v-7L1tG7w",True,"AC","2024-04-09 03:36:12","bD31","155353800000","78.75","18.613636016845703","0","-23.556453704833984","-46.66971969604492",NULL,"16.3799991607666","0","0","0","-0.45568183064460754","53.375","2024-04-09 02:18:11.063","2286768","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2p","58","aF624m4gbjkiEU8FJ6hN2mQ",True,"AC","2024-04-09 03:33:46","bC75","32530400000","100","2.795454502105713",NULL,"-23.43915557861328","-47.466957092285156",NULL,"2.4600000381469727","0","0","0","-0.6625000238418579","94","2024-04-09 03:31:44","2291530","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2467","aRXSN3AlqsEuwjFaCcP-dOg",True,"AC","2024-04-09 03:29:23.013","bA60","296072170000","98","29.522727966308594",NULL,"-23.135616302490234","-45.766475677490234",NULL,"25.979999542236328","0","0","0","-0.30568182468414307","14","2024-04-09 00:44:00","2291769","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2639","a5HYXobQPYUe58JhAWTlaSQ",True,"AC","2024-04-09 03:24:27","b1E7","3940500000","100","0.2954545319080353","0.019999999552965164","-23.57189178466797","-46.59983444213867",NULL,"0.25999999046325684","0","0","0","-2.168181896209717","100","2024-04-08 23:57:27","2280864","2024-04-10 20:03:05.580012"
"E-Jumpy","90","a6Un0TOVfQU-U9A59Ir4THA",True,"AC","2024-04-09 03:22:33","bCC1","154674730000","100","25.636363983154297","0","-21.193599700927734","-47.76985549926758",NULL,"22.559999465942383","0","0","0","-0.4749999940395355","67.875","2024-04-08 19:01:15","2283918","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1586","ahi8mdSssaU6UQadC65rpcQ",True,"AC","2024-04-09 03:20:31","b10D6","145069930000","100","29.670454025268555",NULL,"-23.511781692504883","-46.743988037109375",NULL,"26.110000610351562","0","0","0","-0.6965909004211426","18.000085830688477","2024-04-09 00:13:42","2291528","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","377","aBgIhuganhEWO9blBCu-1MA",True,"AC","2024-04-09 03:19:37","b1104","196273370000","94.0003433227539","19.25",NULL,"-23.758872985839844","-46.80839538574219",NULL,"16.940000534057617","0","0","0","-0.5102272629737854","37.99683380126953","2024-04-09 03:17:29","2289924","2024-04-10 20:03:05.580012"
"E-Expert","1227","amj1aNiARz0SMMh1hPP58yg",False,"DC","2024-04-09 03:13:52","bC51","58196830000","100","35.06999969482422",NULL,"-23.560243606567383","-46.56765365600586",NULL,"35.06999969482422","0","0","0","-0.13300000131130219","50.5","2024-04-09 03:12:51","2291585","2024-04-10 20:03:05.580012"
"E-Jumpy","357","auQZIybG6eUO-2RviuWwwkA",True,"AC","2024-04-09 03:09:32","b101E","453026130000","56.75","23.69318199157715",NULL,"-20.25848388671875","-40.42885208129883",NULL,"20.850000381469727","0.009999999776482582","0","0","-0.09090909361839294","24","2024-04-09 03:08:08","2288102","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2105","aVC_Zjxelv0WYPcnyeDq3WQ",True,"AC","2024-04-09 03:07:35","b1BD","51580500000","100","9.181818008422852",NULL,"-23.57186508178711","-46.5997314453125",NULL,"8.079999923706055","0","0","0","-0.9784091114997864","75","2024-04-09 03:06:47.063","2291549","2024-04-10 20:03:05.580012"
"E-Expert","958","aUqaXg4zNiUGvurtkxmzCyA",True,"AC","2024-04-09 03:05:26","b101C","333716900000","85.25","16.44318199157715","24.389999389648438","-20.14589500427246","-40.23710632324219",NULL,"14.470000267028809","0.019999999552965164","0","0","-0.46590909361839294","62.25","2024-04-09 03:05:05","2284500","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","671","asarrF6MXvkewAl0pOjQnRg",True,"AC","2024-04-09 03:05:21","b1129","83626870000","100","14.715909004211426",NULL,"-23.1231746673584","-46.565914154052734",NULL,"12.949999809265137","0","0","0","-0.13409091532230377","57","2024-04-09 03:04:48","2283565","2024-04-10 20:03:05.580012"
"E-Jumpy","518","aoNZrvtgx-kuwYajmmGgIvA",True,"AC","2024-04-09 03:03:38","bA1E","269837100000","100","45.022727966308594",NULL,"-22.997913360595703","-45.571044921875",NULL,"39.619998931884766","0.009999999776482582","0","0","-0.39886364340782166","37.875","2024-04-09 01:16:07","2290689","2024-04-10 20:03:05.580012"
"E-Jumpy","2887","aqijfFxbRc0ak7xGMrKL2kg",True,"AC","2024-04-09 03:03:38","bA1E","269837100000","100","45.022727966308594",NULL,"-22.997913360595703","-45.571044921875",NULL,"39.619998931884766","0.009999999776482582","0","0","-0.39886364340782166","37.875","2024-04-09 01:16:07","2292169","2024-04-10 20:07:14.768643"
"E- Scudo 4P","1145","ammeQzbP1NkOhhxJ62uMKtA",True,"AC","2024-04-09 03:03:20","b11FF","287558800000","100","44.32954406738281",NULL,"-20.06218147277832","-43.97575759887695",NULL,"39.0099983215332","0","0","0","-0.1511363685131073","45.875","2024-04-09 03:02:40","2291650","2024-04-10 20:03:05.580012"
"E-Jumpy","1299","alwBsOwBPLkKbh4_qkumLYA",True,"AC","2024-04-09 03:00:13","b1008","212243700000","100","36.772727966308594",NULL,"-23.572071075439453","-46.60026931762695",NULL,"32.36000061035156","0.009999999776482582","0","0","-0.1511363685131073","54.125","2024-04-09 02:52:54.063","2291268","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2610","ajL1PrTeIF0mTaVopxoLs5g",True,"AC","2024-04-09 02:58:10","b1C1","55760270000","100","9.488636016845703",NULL,"-23.5716609954834","-46.599937438964844",NULL,"8.350000381469727","0","0","0","-10.890909194946289","75","2024-04-08 18:41:08","2291276","2024-04-10 20:03:05.580012"
"E- Scudo 4P","2503","aH6PgBHsPi0q24I7KE7PkUA",True,"AC","2024-04-09 02:55:04","b1209","266065470000","100","32.42045593261719","28.469999313354492","-19.94677734375","-44.032257080078125",NULL,"28.530000686645508","0","0","0","-0.1511363685131073","60.125","2024-04-09 02:54:32","2284505","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1740","aB-qzJAM-gUO5KQfi3PThgQ",True,"AC","2024-04-09 02:54:43","bA1D","2358230000","100","0.125",NULL,"-22.997989654541016","-45.57109832763672",NULL,"0.10999999940395355","0","0","0",NULL,"99","2024-04-08 22:45:12","2290297","2024-04-10 20:03:05.580012"
"E-Expert","810","aEy7J8d0JJE6Jd6GDo5l6nA",True,"AC","2024-04-09 02:53:47","b10A2","5493270000","80.375","0.27272728085517883",NULL,"-20.14599609375","-40.237056732177734",NULL,"0.23999999463558197","0","0","0","-0.5329545736312866","80","2024-04-08 22:51:41","2291188","2024-04-10 20:03:05.580012"
"E-Expert","3285","aIbWTVDwGYUiSvyfLLGVt2g",True,"AC","2024-04-09 02:53:47","b10A2","5493270000","80.375","0.27272728085517883",NULL,"-20.14599609375","-40.237056732177734",NULL,"0.23999999463558197","0","0","0","-0.5329545736312866","80","2024-04-08 22:51:41","2292568","2024-04-10 20:32:11.22548"
"E-Expert","962","ac8iPgTdOWkqtqhup9JNPdw",True,"AC","2024-04-09 02:53:37","bF24","209800200000","79.12466430664062","18.453845977783203","28.15999984741211","-20.14589500427246","-40.23710632324219",NULL,"16.239383697509766","0","0","0","-0.4534091055393219","52.25","2024-04-09 02:53:02","2289535","2024-04-10 20:03:05.580012"
"E-Jumpy","2109","awMM0XTekdkibGhTmDKo8Yg",False,"DC","2024-04-09 02:53:19","bDF3","45408470000","100","26.649999618530273",NULL,"-23.56016731262207","-46.56757736206055",NULL,"26.649999618530273","0","0","0","-0.4129999876022339","62.875","2024-04-09 02:43:10","2289962","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","991","aKRRp9AamBEWGDC5Khb5jjg",True,"AC","2024-04-09 02:53:00","bA1D","858100000","99","0.09090909361839294","0","-22.997989654541016","-45.57109832763672",NULL,"0.07999999821186066","0","0","0",NULL,"99","2024-04-08 22:45:12","2285536","2024-04-10 20:03:05.580012"
"E-Expert","2093","aEgTVBDG7E0u0AsEcPXnPKA",True,"AC","2024-04-09 02:48:35","b1006","73114100000","51","12.909090995788574","26.389999389648438","-23.571943283081055","-46.599884033203125",NULL,"11.359999656677246","0","0","0","-0.39886364340782166","32.5","2024-04-09 02:45:47","2284514","2024-04-10 20:03:05.580012"
"E-Jumpy","2518","a3-V8n_r2BEKOT4c5jgAv7Q",True,"AC","2024-04-09 02:48:30","b987","211507170000","100","24.613636016845703","22.280000686645508","-19.94680404663086","-44.03230667114258",NULL,"21.65999984741211","0","0","0","-0.47159090638160706","67","2024-04-09 02:47:57","2290940","2024-04-10 20:03:05.580012"
"E-Jumpy","3276","aEt0jZ8k8yEqqG7XT5r20HA",True,"AC","2024-04-09 02:48:30","b987","211507170000","100","24.613636016845703",NULL,"-19.94680404663086","-44.03230667114258",NULL,"21.65999984741211","0","0","0","-0.47159090638160706","67","2024-04-09 02:47:57","2292560","2024-04-10 20:31:10.346255"
"E-Jumpy","2194","aawVS8fb2JUWxKKUBZzTIYA",True,"AC","2024-04-09 02:48:28","bE39","506170000","100","0",NULL,"-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2291876","2024-04-10 20:03:05.580012"
"E-Jumpy","811","ayyxbgtsFw0yyFXal1bfQWw",True,"AC","2024-04-09 02:46:47","bE39","920400000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283817","2024-04-10 20:03:05.580012"
"E-Expert","1628","ah8Iycnbc_kKoNkL5dehv5Q",True,"AC","2024-04-09 02:46:30","bF26","335744770000","100","29.204545974731445","0.029999999329447746","-20.145767211914062","-40.23685073852539",NULL,"25.700000762939453","0.009999999776482582","0","0","-0.15000000596046448","60","2024-04-09 02:46:10","2289539","2024-04-10 20:03:05.580012"
"E- Scudo 4P","1446","amMoQ1ObaSUK0W4JfCLRKvw",True,"AC","2024-04-09 02:46:24","b1203","182979270000","100","22.05681800842285","18.860000610351562","-19.946752548217773","-44.03207778930664",NULL,"19.40999984741211","0","0","0","-0.1511363685131073","74.5","2024-04-09 02:45:47.063","2289545","2024-04-10 20:03:05.580012"
"E-Jumpy","919","aa07E9Xt2FUOUBLv1y8sOXQ",True,"AC","2024-04-09 02:45:07","bE39","910400000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283816","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2334","anbSyBo0b3Ui2gLT3grEqEQ",True,"AC","2024-04-09 02:43:26","b11AA","182110430000","100","19.352272033691406",NULL,"-23.428659439086914","-46.85573196411133",NULL,"17.030000686645508","0","0","0","-0.4011363685131073","49","2024-04-09 01:50:44","2289827","2024-04-10 20:03:05.580012"
"E-Jumpy","2228","ai0hd4TAbVEqtMNQJu-FXhA",True,"AC","2024-04-09 02:43:26","bE39","910470000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283815","2024-04-10 20:03:05.580012"
"E-Jumpy","3287","a2skbO6x36Em1Uoa8f82m6g",True,"AC","2024-04-09 02:43:19","b11E1","221755030000","100","26.829545974731445",NULL,"-19.946624755859375","-44.03202438354492",NULL,"23.610000610351562","0","0","0","-0.4738636314868927","68.25","2024-04-09 02:42:48","2292570","2024-04-10 20:32:11.22548"
"E-Jumpy","2400","as26v1tnrl0GDwu5tSyHc7Q",True,"AC","2024-04-09 02:43:19","b11E1","221755030000","100","26.829545974731445",NULL,"-19.946624755859375","-44.03202438354492",NULL,"23.610000610351562","0","0","0","-0.4738636314868927","68.25","2024-04-09 02:42:48","2291190","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","393","af3L6gQnqPE6J_0Sk2HW3kQ",True,"AC","2024-04-09 02:42:36","bA21","130570270000","100","22.784090042114258",NULL,"-22.99965476989746","-45.579647064208984",NULL,"20.049999237060547","0","0","0",NULL,"37","2024-04-09 01:31:54.063","2285333","2024-04-10 20:03:05.580012"
"E-Jumpy","1348","ajfWnU0WMJka1LBDoPx4nYA",True,"AC","2024-04-09 02:41:46","bE39","910470000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283814","2024-04-10 20:03:05.580012"
"Master Furgão L1H1 8m³ 2.3 2P","636","adltAv83X2E6P-UqX6DGUXA",True,"AC","2024-04-09 02:40:37","b1124","47110400000","71.97843170166016","4.284090995788574",NULL,"-24.115583419799805","-46.707889556884766",NULL,"3.7699999809265137","0","0","0","-0.20454545319080353","60","2024-04-08 21:07:41","2282801","2024-04-10 20:03:05.580012"
"E-Jumpy","3267","afKeG3xz1P0GBTXgC_EzpEg",True,"AC","2024-04-09 02:40:23","b9BE","178770930000","100","20.965909957885742",NULL,"-19.94680404663086","-44.032230377197266",NULL,"18.450000762939453","0.009999999776482582","0","0","-0.47727271914482117","73.75","2024-04-09 02:39:49","2292553","2024-04-10 20:29:08.314999"
"E-Jumpy","529","at9UeqBpO20SOYOxb6EkBzg",True,"AC","2024-04-09 02:40:23","b9BE","178770930000","100","20.965909957885742",NULL,"-19.94680404663086","-44.032230377197266",NULL,"18.450000762939453","0.009999999776482582","0","0","-0.47727271914482117","73.75","2024-04-09 02:39:49","2291172","2024-04-10 20:03:05.580012"
"E-Jumpy","520","aGvDMhRKcik6j90InldV5LA",True,"AC","2024-04-09 02:40:05","bE39","910400000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283813","2024-04-10 20:03:05.580012"
"E- Scudo 4P","308","aZ04ngOKxqE6Utkz9HUSN2Q",True,"AC","2024-04-09 02:38:35","b11FD","105270970000","100","12.806818008422852","11.350000381469727","-19.94680404663086","-44.03218078613281",NULL,"11.270000457763672","0.009999999776482582","0","0","-0.5409091114997864","85.75","2024-04-09 02:38:10","2281813","2024-04-10 20:03:05.580012"
"E-Jumpy","2600","aZgtxZfmhg0mCSve0E9E-FA",True,"AC","2024-04-09 02:38:31","b6B0","125598270000","96.125","27.284090042114258",NULL,"-23.163238525390625","-46.943538665771484",NULL,"24.010000228881836","0.009999999776482582","0","0","-0.4693181812763214","59.5","2024-04-09 02:38:02","2291812","2024-04-10 20:03:05.580012"
"E-Jumpy","149","aDPB1RYZk3EGAyXWb4C9mDA",True,"AC","2024-04-09 02:38:24","bE39","621270000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283812","2024-04-10 20:03:05.580012"
"E-Jumpy","1608","arpY3hju9qU6ssPWJCPb1lQ",True,"AC","2024-04-09 02:36:44","bE39","910400000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283811","2024-04-10 20:03:05.580012"
"E-Expert","2456","aTs2ym-uEq0CEChMwFa80eg",True,"AC","2024-04-09 02:36:05","b10AE","443453399999","100","38.068180084228516","33.45000076293945","-20.145740509033203","-40.23695373535156",NULL,"33.5","0","0","0","-0.40454545617103577","47","2024-04-09 02:35:38","2289547","2024-04-10 20:03:05.580012"
"E-Jumpy","1639","atS-V82Cb70yonWheA1KDQg",True,"AC","2024-04-09 02:35:03","bE39","920270000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283810","2024-04-10 20:03:05.580012"
"E-Jumpy","2233","aS2AfsdJsHEKEO287hChWYw",True,"AC","2024-04-09 02:33:45","b6B6","121217770000","100","25.613636016845703",NULL,"-23.16326332092285","-46.943511962890625",NULL,"22.540000915527344","0","0","0","-0.15000000596046448","67.375","2024-04-09 02:33:13","2291794","2024-04-10 20:03:05.580012"
"E-Jumpy","52","aHvxFAVeSK0-RSus1gFUCjA",True,"AC","2024-04-09 02:33:23","bE39","910270000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283809","2024-04-10 20:03:05.580012"
"E-Jumpy","1347","aQ6VCy1tJbkmShbDsgauJYw",True,"AC","2024-04-09 02:31:42","bE39","910400000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283808","2024-04-10 20:03:05.580012"
"E-Jumpy","589","aWL3TBTw-vEyznUk7Zu213Q",True,"AC","2024-04-09 02:30:02","bE39","910400000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283807","2024-04-10 20:03:05.580012"
"E-Jumpy","798","avtMoxv75LkyrzMSrbHNyOQ",True,"AC","2024-04-09 02:28:22","bE39","910400000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283806","2024-04-10 20:03:05.580012"
"E-Jumpy","554","axXEYx-twl0CuF6Ugpxgi7A",True,"AC","2024-04-09 02:26:42","bE39","610000000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283805","2024-04-10 20:03:05.580012"
"E-Expert","268","aMVAqEUlyHEaiVUt_09fCcQ",False,"DC","2024-04-09 02:26:05","bD34","41958330000","98.625","31.65999984741211",NULL,"-23.56029510498047","-46.56768035888672",NULL,"31.65999984741211","0","0","0","-0.40299999713897705","54.875","2024-04-09 02:22:29","2291283","2024-04-10 20:03:05.580012"
"E- Scudo 4P","450","a9aafgBco-0OLKWgXP3dJzA",True,"AC","2024-04-09 02:25:49.013","b1202","103841940000","100","12.806818008422852","0.019999999552965164","-19.94677734375","-44.032100677490234",NULL,"11.270000457763672","0.009999999776482582","0","0","-0.1511363685131073","86.875","2024-04-09 02:25:23","2285448","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1867","aE87njQXX80yMjT6n8R4khw",True,"AC","2024-04-09 02:25:18.013","b87A","292662040000","80","17.840909957885742",NULL,"-22.808883666992188","-47.23130798339844",NULL,"15.699999809265137","0","0","0",NULL,"27.000099182128906","2024-04-09 01:27:44","2286523","2024-04-10 20:03:05.580012"
"E-Jumpy","816","aewn24vNFPkirmTb2Uqzw7w",True,"AC","2024-04-09 02:25:02","bE39","910400000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283804","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","442","aMjykOs9XxkSS6Zeo8mBVsw",True,"AC","2024-04-09 02:24:50","b897","207910430000","100","29.81818199157715",NULL,"-21.20058822631836","-47.75472640991211",NULL,"26.239999771118164","0","0","0","-0.22613635659217834","17","2024-04-09 02:23:57","2291864","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1650","aHuTKjeMM2E6RAGznuGKtVg",True,"AC","2024-04-09 02:24:10","b125A","13570370000","100","1.2840908765792847",NULL,"-12.803763389587402","-38.402584075927734",NULL,"1.1299999952316284","0","0","0",NULL,"99","2024-04-08 23:46:56","2291622","2024-04-10 20:03:05.580012"
"E-Jumpy","2081","aRDA91dboUkCMh3yvh614Tg",True,"AC","2024-04-09 02:23:22","bE39","910400000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283803","2024-04-10 20:03:05.580012"
"E-Jumpy","1084","aJ43_qFPzQESUkZMZPsJcjw",True,"AC","2024-04-09 02:21:42","bE39","910270000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283802","2024-04-10 20:03:05.580012"
"E-Jumpy","318","a4i27xf7Vu0CwFkwyAhBJIw",True,"AC","2024-04-09 02:20:01","bE39","920200000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283801","2024-04-10 20:03:05.580012"
"E-Expert","1005","aeYkT0orGhkSTMvEfIoEa6Q",True,"AC","2024-04-09 02:19:48","bD31","45789700000","53.375","5.4772725105285645","35.88999938964844","-23.556453704833984","-46.66971969604492",NULL,"4.820000171661377","0","0","0","-0.4022727310657501","45.5","2024-04-09 02:18:11.063","2286767","2024-04-10 20:03:05.580012"
"E-Expert","1221","aOMk3CTL5o0u1_xZfWad9ug",True,"AC","2024-04-09 02:19:36","bBBA","252698530000","88.625","42.556819915771484",NULL,"-30.00227928161621","-51.16377639770508",NULL,"37.45000076293945","0","0","0","-0.14772726595401764","32.25","2024-04-09 02:18:39","2290429","2024-04-10 20:03:05.580012"
"E-Jumpy","1828","aSfBhBsbJQUOS80mVBZMb7Q",True,"AC","2024-04-09 02:18:21","bE39","910200000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283800","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","772","aniP7FOXFvkWCql1qKgiPZw",True,"AC","2024-04-09 02:18:12","b128F","39700370000","67.00068664550781","7.738636493682861",NULL,"-12.80366039276123","-38.402381896972656",NULL,"6.809999942779541","0","0","0","-0.20909090340137482","44.9914665222168","2024-04-09 02:17:26","2291301","2024-04-10 20:03:05.580012"
"E-Jumpy","815","aYan5sVQwtU6jGJdxggp2kA",True,"AC","2024-04-09 02:16:40","bE39","910200000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283799","2024-04-10 20:03:05.580012"
"E-Jumpy","2255","a5KVP5B--MUusNKFEwv7w9g",True,"AC","2024-04-09 02:14:59","bE39","617530000","100","0","0","-23.399961471557617","-47.38002014160156",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-08 20:39:43","2283798","2024-04-10 20:03:05.580012"
"E-Jumpy","1507","aTE7XC7nzD0-OTy5X_FKBLQ",True,"AC","2024-04-09 02:14:03","bA0C","236077270000","95.5","39.84090805053711",NULL,"-23.272602081298828","-45.88776779174805",NULL,"35.060001373291016","0.009999999776482582","0","0","-0.5477272868156433","41.375","2024-04-09 02:11:41","2291321","2024-04-10 20:03:05.580012"
"E-Expert","1126","aN9WQ6_fPTE-ojD9jS6HPzw",True,"AC","2024-04-09 02:06:41","bBB6","263676200000","89.875","43.84090805053711",NULL,"-30.00225257873535","-51.16377639770508",NULL,"38.58000183105469","0.009999999776482582","0","0","-0.5465909242630005","31.25","2024-04-08 20:42:04","2289066","2024-04-10 20:03:05.580012"
"E-Expert","1132","aTWJvFsebzkmlhi47VkN-lw",True,"AC","2024-04-09 02:06:21","b1071","337800199999","59.49967575073242","16.954120635986328",NULL,"-26.60848617553711","-48.68377685546875",NULL,"14.919625282287598","0","0","0","-0.39886364340782166","34.125","2024-04-09 02:02:19","2286133","2024-04-10 20:03:05.580012"
"E-Expert","1633","agfnMCvbxV0usfHnx39dr0w",True,"AC","2024-04-09 02:05:51","bBB8","297858530000","87.625","48.931819915771484",NULL,"-30.002227783203125","-51.16374969482422",NULL,"43.060001373291016","0","0","0","-0.34545454382896423","20.375","2024-04-09 02:05:15","2291290","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","727","aPQ1Bc24buEem1cVOFl5FHA",True,"AC","2024-04-09 02:05:40.02","b376","265990200000","100","24.5",NULL,"-23.574527740478516","-45.27301025390625",NULL,"21.559999465942383","0","0","0",NULL,"35.997501373291016","2024-04-08 22:36:37","2291699","2024-04-10 20:03:05.580012"
"E- Scudo 4P","600","a3nQJiydRT02HwC5wrsyPdg",True,"AC","2024-04-09 02:05:04","b11D6","108604700000","62.375","10.159090995788574","28.709999084472656","-23.499826431274414","-46.893157958984375",NULL,"8.9399995803833","0","0","0","-0.4068181812763214","49.125","2024-04-09 02:00:51","2278034","2024-04-10 20:03:05.580012"
"E-Jumpy","1264","asxnSjVG8i0uzV_FY_lK9XQ",True,"AC","2024-04-09 02:02:33","b1189","275992700000","97","34.07954406738281","26.649999618530273","-22.571802139282227","-47.38992691040039",NULL,"29.989999771118164","0","0","0","-0.45568183064460754","52.5","2024-04-09 02:01:29","2284528","2024-04-10 20:03:05.580012"
